# nChar,nWords,nLongWords,nShortWords,mostFreqWordLen,avgWordLen,nSentences,nLongSentences,nShortSentences,mostFreqSentLen,avgSentLen,nDifferentWords,nStopwords, avaliacao
2643.00000,196.00000,41.00000,155.00000,3.00000,10.84694,15.00000,13.00000,0.00000,32.00000,13.06667,161.00000,234.00000,500.00000
1421.00000,114.00000,28.00000,86.00000,2.00000,10.19298,9.00000,4.00000,0.00000,34.00000,12.66667,103.00000,112.00000,450.00000
1376.00000,108.00000,35.00000,73.00000,2.00000,10.39815,15.00000,1.00000,2.00000,12.00000,7.20000,82.00000,108.00000,300.00000
2287.00000,165.00000,43.00000,122.00000,2.00000,11.24848,10.00000,8.00000,0.00000,40.00000,16.50000,131.00000,193.00000,800.00000
839.00000,62.00000,3.00000,59.00000,3.00000,10.67742,3.00000,1.00000,1.00000,9.00000,20.66667,47.00000,87.00000,200.00000
1799.00000,128.00000,26.00000,102.00000,5.00000,11.37500,14.00000,9.00000,2.00000,20.00000,9.14286,116.00000,160.00000,350.00000
1480.00000,110.00000,44.00000,66.00000,2.00000,10.91818,9.00000,5.00000,0.00000,14.00000,12.22222,83.00000,115.00000,650.00000
1277.00000,93.00000,19.00000,74.00000,3.00000,10.86022,11.00000,6.00000,1.00000,13.00000,8.45455,83.00000,119.00000,350.00000
3085.00000,209.00000,48.00000,161.00000,2.00000,11.97129,11.00000,8.00000,0.00000,17.00000,19.00000,168.00000,300.00000,450.00000
2550.00000,196.00000,44.00000,152.00000,2.00000,10.35714,14.00000,9.00000,2.00000,19.00000,14.00000,163.00000,217.00000,800.00000
1317.00000,100.00000,32.00000,68.00000,2.00000,10.85000,12.00000,4.00000,3.00000,9.00000,8.33333,89.00000,90.00000,300.00000
2753.00000,192.00000,55.00000,137.00000,3.00000,11.29167,10.00000,9.00000,0.00000,65.00000,19.20000,156.00000,233.00000,350.00000
2428.00000,199.00000,41.00000,158.00000,2.00000,9.85930,19.00000,9.00000,1.00000,14.00000,10.47368,181.00000,211.00000,550.00000
2090.00000,154.00000,34.00000,120.00000,2.00000,10.98701,16.00000,9.00000,1.00000,19.00000,9.62500,117.00000,206.00000,650.00000
1544.00000,112.00000,27.00000,85.00000,3.00000,11.09821,12.00000,6.00000,1.00000,13.00000,9.33333,101.00000,143.00000,850.00000
1318.00000,94.00000,21.00000,73.00000,3.00000,11.44681,8.00000,6.00000,0.00000,35.00000,11.75000,82.00000,130.00000,350.00000
2460.00000,191.00000,49.00000,142.00000,3.00000,10.37696,10.00000,10.00000,0.00000,43.00000,19.10000,158.00000,215.00000,700.00000
1828.00000,122.00000,35.00000,87.00000,3.00000,11.90984,17.00000,7.00000,5.00000,4.00000,7.17647,113.00000,169.00000,500.00000
1849.00000,130.00000,29.00000,101.00000,4.00000,11.31538,9.00000,5.00000,0.00000,64.00000,14.44444,104.00000,174.00000,100.00000
2044.00000,153.00000,36.00000,117.00000,1.00000,10.81046,6.00000,6.00000,0.00000,35.00000,25.50000,101.00000,192.00000,150.00000
2329.00000,176.00000,42.00000,134.00000,2.00000,10.69886,5.00000,5.00000,0.00000,64.00000,35.20000,145.00000,212.00000,350.00000
1075.00000,87.00000,20.00000,67.00000,1.00000,9.95402,9.00000,4.00000,1.00000,13.00000,9.66667,81.00000,80.00000,250.00000
1578.00000,121.00000,35.00000,86.00000,2.00000,10.58678,13.00000,6.00000,1.00000,16.00000,9.30769,107.00000,134.00000,550.00000
881.00000,66.00000,9.00000,57.00000,3.00000,10.65152,4.00000,4.00000,0.00000,40.00000,16.50000,57.00000,79.00000,350.00000
1189.00000,90.00000,15.00000,75.00000,5.00000,10.73333,3.00000,3.00000,0.00000,138.00000,30.00000,81.00000,120.00000,200.00000
1463.00000,95.00000,29.00000,66.00000,2.00000,12.40000,10.00000,6.00000,1.00000,13.00000,9.50000,85.00000,127.00000,300.00000
1441.00000,106.00000,32.00000,74.00000,7.00000,10.97170,11.00000,5.00000,2.00000,15.00000,9.63636,91.00000,105.00000,300.00000
1620.00000,126.00000,31.00000,95.00000,3.00000,10.42063,12.00000,5.00000,2.00000,16.00000,10.50000,116.00000,127.00000,750.00000
1481.00000,111.00000,23.00000,88.00000,5.00000,10.73874,19.00000,5.00000,10.00000,7.00000,5.84211,89.00000,137.00000,150.00000
1753.00000,129.00000,34.00000,95.00000,3.00000,11.03876,11.00000,7.00000,0.00000,19.00000,11.72727,106.00000,150.00000,300.00000
1706.00000,115.00000,36.00000,79.00000,3.00000,11.86957,11.00000,9.00000,0.00000,21.00000,10.45455,95.00000,137.00000,700.00000
1462.00000,110.00000,30.00000,80.00000,5.00000,10.78182,7.00000,6.00000,0.00000,32.00000,15.71429,87.00000,128.00000,550.00000
1985.00000,143.00000,24.00000,119.00000,3.00000,11.20979,8.00000,6.00000,0.00000,89.00000,17.87500,111.00000,211.00000,100.00000
1793.00000,128.00000,32.00000,96.00000,4.00000,11.33594,10.00000,7.00000,1.00000,33.00000,12.80000,114.00000,158.00000,750.00000
1415.00000,107.00000,21.00000,86.00000,3.00000,10.82243,7.00000,6.00000,0.00000,32.00000,15.28571,97.00000,123.00000,500.00000
2476.00000,179.00000,54.00000,125.00000,2.00000,11.13966,17.00000,10.00000,3.00000,8.00000,10.52941,152.00000,228.00000,750.00000
1519.00000,110.00000,25.00000,85.00000,3.00000,10.96364,11.00000,5.00000,0.00000,11.00000,10.00000,97.00000,127.00000,1000.00000
1513.00000,118.00000,19.00000,99.00000,2.00000,10.35593,7.00000,6.00000,1.00000,32.00000,16.85714,100.00000,131.00000,250.00000
1034.00000,86.00000,20.00000,66.00000,2.00000,9.90698,5.00000,4.00000,0.00000,34.00000,17.20000,65.00000,87.00000,200.00000
1679.00000,126.00000,29.00000,97.00000,5.00000,10.80952,7.00000,7.00000,0.00000,64.00000,18.00000,97.00000,151.00000,350.00000
1596.00000,119.00000,32.00000,87.00000,2.00000,10.98319,11.00000,7.00000,0.00000,23.00000,10.81818,104.00000,132.00000,800.00000
1360.00000,102.00000,27.00000,75.00000,6.00000,10.84314,9.00000,6.00000,1.00000,28.00000,11.33333,96.00000,105.00000,750.00000
2213.00000,161.00000,41.00000,120.00000,2.00000,11.23602,8.00000,8.00000,0.00000,41.00000,20.12500,141.00000,199.00000,400.00000
1475.00000,99.00000,23.00000,76.00000,3.00000,11.82828,10.00000,5.00000,1.00000,13.00000,9.90000,83.00000,134.00000,300.00000
1892.00000,135.00000,44.00000,91.00000,2.00000,11.42222,15.00000,5.00000,2.00000,15.00000,9.00000,126.00000,158.00000,300.00000
2012.00000,146.00000,34.00000,112.00000,2.00000,11.17808,13.00000,9.00000,0.00000,14.00000,11.23077,121.00000,180.00000,500.00000
2161.00000,147.00000,36.00000,111.00000,3.00000,11.63265,17.00000,7.00000,4.00000,36.00000,8.64706,121.00000,196.00000,750.00000
1337.00000,101.00000,29.00000,72.00000,3.00000,10.90099,14.00000,1.00000,2.00000,11.00000,7.21429,87.00000,99.00000,700.00000
1067.00000,80.00000,21.00000,59.00000,2.00000,10.55000,9.00000,3.00000,0.00000,12.00000,8.88889,70.00000,81.00000,100.00000
2572.00000,176.00000,47.00000,129.00000,2.00000,11.76136,14.00000,12.00000,0.00000,33.00000,12.57143,134.00000,247.00000,600.00000
1386.00000,101.00000,27.00000,74.00000,4.00000,11.22772,11.00000,6.00000,1.00000,21.00000,9.18182,76.00000,117.00000,500.00000
880.00000,61.00000,16.00000,45.00000,2.00000,11.88525,4.00000,4.00000,0.00000,25.00000,15.25000,56.00000,78.00000,450.00000
1430.00000,114.00000,30.00000,84.00000,1.00000,10.15789,16.00000,3.00000,6.00000,12.00000,7.12500,105.00000,120.00000,550.00000
1441.00000,101.00000,20.00000,81.00000,2.00000,11.58416,7.00000,6.00000,0.00000,30.00000,14.42857,94.00000,134.00000,550.00000
1005.00000,75.00000,8.00000,67.00000,2.00000,10.54667,11.00000,2.00000,3.00000,9.00000,6.81818,69.00000,98.00000,600.00000
778.00000,61.00000,14.00000,47.00000,1.00000,10.32787,10.00000,0.00000,3.00000,18.00000,6.10000,57.00000,72.00000,200.00000
1990.00000,143.00000,46.00000,97.00000,3.00000,11.23776,21.00000,5.00000,6.00000,10.00000,6.80952,114.00000,173.00000,150.00000
1281.00000,90.00000,26.00000,64.00000,5.00000,10.72222,3.00000,3.00000,0.00000,104.00000,30.00000,83.00000,100.00000,200.00000
1692.00000,130.00000,18.00000,112.00000,2.00000,10.33846,13.00000,8.00000,0.00000,18.00000,10.00000,114.00000,148.00000,800.00000
1352.00000,101.00000,37.00000,64.00000,3.00000,10.81188,8.00000,4.00000,0.00000,32.00000,12.62500,90.00000,97.00000,550.00000
1266.00000,96.00000,23.00000,73.00000,3.00000,10.57292,8.00000,7.00000,0.00000,37.00000,12.00000,80.00000,122.00000,400.00000
1886.00000,151.00000,38.00000,113.00000,2.00000,10.15894,6.00000,5.00000,0.00000,32.00000,25.16667,118.00000,163.00000,200.00000
1808.00000,139.00000,51.00000,88.00000,2.00000,10.74101,11.00000,7.00000,1.00000,22.00000,12.63636,120.00000,131.00000,400.00000
2001.00000,147.00000,36.00000,111.00000,2.00000,11.10884,10.00000,8.00000,0.00000,32.00000,14.70000,136.00000,177.00000,300.00000
871.00000,69.00000,5.00000,64.00000,3.00000,9.97101,5.00000,4.00000,0.00000,35.00000,13.80000,59.00000,75.00000,100.00000
1446.00000,101.00000,29.00000,72.00000,2.00000,11.34653,12.00000,6.00000,3.00000,10.00000,8.41667,85.00000,132.00000,250.00000
1484.00000,103.00000,25.00000,78.00000,5.00000,11.15534,9.00000,6.00000,0.00000,26.00000,11.44444,79.00000,133.00000,400.00000
1106.00000,94.00000,23.00000,71.00000,2.00000,9.48936,4.00000,4.00000,0.00000,34.00000,23.50000,74.00000,84.00000,450.00000
1844.00000,134.00000,29.00000,105.00000,3.00000,11.03731,10.00000,9.00000,0.00000,21.00000,13.40000,110.00000,184.00000,750.00000
1127.00000,66.00000,13.00000,53.00000,3.00000,12.95455,6.00000,4.00000,1.00000,58.00000,11.00000,60.00000,111.00000,450.00000
1168.00000,91.00000,22.00000,69.00000,2.00000,10.54945,6.00000,5.00000,0.00000,32.00000,15.16667,79.00000,99.00000,200.00000
1121.00000,84.00000,18.00000,66.00000,3.00000,10.95238,9.00000,4.00000,1.00000,14.00000,9.33333,68.00000,100.00000,200.00000
1792.00000,125.00000,30.00000,95.00000,2.00000,11.78400,3.00000,3.00000,0.00000,169.00000,41.66667,107.00000,161.00000,100.00000
1345.00000,98.00000,20.00000,78.00000,5.00000,10.61224,9.00000,5.00000,1.00000,37.00000,10.88889,83.00000,117.00000,200.00000
1740.00000,124.00000,28.00000,96.00000,2.00000,11.28226,14.00000,5.00000,4.00000,15.00000,8.85714,112.00000,153.00000,750.00000
1876.00000,148.00000,28.00000,120.00000,3.00000,10.35811,13.00000,6.00000,0.00000,19.00000,11.38462,124.00000,145.00000,450.00000
1411.00000,99.00000,24.00000,75.00000,3.00000,11.54545,11.00000,5.00000,1.00000,15.00000,9.00000,84.00000,126.00000,700.00000
823.00000,58.00000,8.00000,50.00000,3.00000,11.32759,3.00000,3.00000,0.00000,42.00000,19.33333,51.00000,86.00000,50.00000
2096.00000,154.00000,41.00000,113.00000,2.00000,11.01948,11.00000,9.00000,0.00000,36.00000,14.00000,146.00000,166.00000,900.00000
1718.00000,129.00000,19.00000,110.00000,3.00000,10.47287,16.00000,9.00000,4.00000,13.00000,8.06250,96.00000,164.00000,400.00000
1555.00000,115.00000,23.00000,92.00000,3.00000,10.80000,12.00000,4.00000,1.00000,16.00000,9.58333,95.00000,152.00000,300.00000
1688.00000,128.00000,20.00000,108.00000,3.00000,10.58594,9.00000,7.00000,0.00000,35.00000,14.22222,100.00000,158.00000,500.00000
1681.00000,126.00000,45.00000,81.00000,2.00000,10.93651,9.00000,7.00000,1.00000,33.00000,14.00000,100.00000,128.00000,250.00000
1086.00000,86.00000,19.00000,67.00000,3.00000,10.31395,5.00000,5.00000,0.00000,34.00000,17.20000,84.00000,85.00000,0.00000
1280.00000,100.00000,23.00000,77.00000,2.00000,10.39000,10.00000,5.00000,0.00000,33.00000,10.00000,94.00000,101.00000,100.00000
1083.00000,83.00000,23.00000,60.00000,5.00000,10.81928,7.00000,5.00000,1.00000,35.00000,11.85714,77.00000,83.00000,300.00000
2189.00000,174.00000,43.00000,131.00000,2.00000,10.13218,16.00000,8.00000,4.00000,34.00000,10.87500,149.00000,159.00000,800.00000
1863.00000,134.00000,32.00000,102.00000,3.00000,11.00746,11.00000,8.00000,0.00000,25.00000,12.18182,111.00000,180.00000,600.00000
1798.00000,127.00000,49.00000,78.00000,2.00000,11.54331,14.00000,5.00000,0.00000,13.00000,9.07143,106.00000,149.00000,400.00000
1299.00000,99.00000,31.00000,68.00000,2.00000,10.52525,8.00000,5.00000,2.00000,7.00000,12.37500,82.00000,102.00000,0.00000
2108.00000,140.00000,37.00000,103.00000,3.00000,12.10000,13.00000,5.00000,4.00000,9.00000,10.76923,116.00000,197.00000,350.00000
1906.00000,140.00000,36.00000,104.00000,3.00000,10.84286,15.00000,5.00000,0.00000,19.00000,9.33333,93.00000,172.00000,400.00000
1971.00000,156.00000,37.00000,119.00000,2.00000,10.32051,16.00000,5.00000,1.00000,11.00000,9.75000,135.00000,149.00000,500.00000
2281.00000,165.00000,44.00000,121.00000,3.00000,11.13939,11.00000,8.00000,2.00000,6.00000,15.00000,129.00000,199.00000,350.00000
2881.00000,193.00000,38.00000,155.00000,3.00000,11.80311,16.00000,10.00000,2.00000,38.00000,12.06250,127.00000,283.00000,450.00000
1477.00000,112.00000,18.00000,94.00000,3.00000,10.72321,3.00000,3.00000,0.00000,72.00000,37.33333,92.00000,123.00000,250.00000
1413.00000,108.00000,34.00000,74.00000,3.00000,10.62963,12.00000,6.00000,4.00000,10.00000,9.00000,85.00000,121.00000,350.00000
1544.00000,110.00000,18.00000,92.00000,3.00000,11.10909,9.00000,6.00000,0.00000,35.00000,12.22222,96.00000,148.00000,350.00000
1053.00000,63.00000,10.00000,53.00000,3.00000,12.60317,6.00000,4.00000,1.00000,0.00000,10.50000,50.00000,117.00000,300.00000
1655.00000,125.00000,34.00000,91.00000,2.00000,10.90400,12.00000,4.00000,3.00000,7.00000,10.41667,110.00000,123.00000,950.00000
1061.00000,78.00000,11.00000,67.00000,2.00000,10.94872,5.00000,4.00000,1.00000,36.00000,15.60000,64.00000,103.00000,300.00000
1960.00000,147.00000,29.00000,118.00000,2.00000,10.76871,8.00000,7.00000,0.00000,35.00000,18.37500,133.00000,167.00000,250.00000
1811.00000,137.00000,28.00000,109.00000,3.00000,10.50365,19.00000,3.00000,9.00000,9.00000,7.21053,114.00000,158.00000,850.00000
1283.00000,97.00000,25.00000,72.00000,2.00000,10.48454,8.00000,5.00000,1.00000,32.00000,12.12500,88.00000,108.00000,250.00000
1307.00000,103.00000,15.00000,88.00000,3.00000,10.33981,9.00000,8.00000,1.00000,23.00000,11.44444,89.00000,120.00000,250.00000
1572.00000,130.00000,23.00000,107.00000,2.00000,9.86923,6.00000,6.00000,0.00000,41.00000,21.66667,101.00000,132.00000,550.00000
1651.00000,122.00000,38.00000,84.00000,1.00000,11.04098,13.00000,6.00000,2.00000,33.00000,9.38462,109.00000,123.00000,300.00000
2257.00000,178.00000,40.00000,138.00000,2.00000,10.25843,17.00000,11.00000,1.00000,20.00000,10.47059,159.00000,181.00000,900.00000
1761.00000,143.00000,47.00000,96.00000,1.00000,10.13986,12.00000,8.00000,1.00000,23.00000,11.91667,126.00000,136.00000,400.00000
1217.00000,82.00000,15.00000,67.00000,3.00000,11.78049,8.00000,3.00000,2.00000,19.00000,10.25000,67.00000,125.00000,450.00000
1540.00000,106.00000,19.00000,87.00000,3.00000,11.61321,14.00000,6.00000,4.00000,9.00000,7.57143,91.00000,158.00000,400.00000
1573.00000,123.00000,27.00000,96.00000,2.00000,10.41463,12.00000,7.00000,2.00000,23.00000,10.25000,102.00000,135.00000,500.00000
1237.00000,89.00000,21.00000,68.00000,1.00000,10.94382,10.00000,5.00000,1.00000,34.00000,8.90000,80.00000,106.00000,400.00000
2210.00000,159.00000,32.00000,127.00000,2.00000,11.00629,15.00000,8.00000,4.00000,10.00000,10.60000,118.00000,200.00000,550.00000
1659.00000,114.00000,27.00000,87.00000,3.00000,11.80702,9.00000,7.00000,1.00000,36.00000,12.66667,75.00000,168.00000,700.00000
1079.00000,78.00000,20.00000,58.00000,4.00000,10.89744,11.00000,3.00000,5.00000,10.00000,7.09091,72.00000,92.00000,550.00000
2218.00000,156.00000,33.00000,123.00000,2.00000,11.30128,11.00000,7.00000,0.00000,40.00000,14.18182,134.00000,223.00000,400.00000
1221.00000,94.00000,29.00000,65.00000,2.00000,10.65957,8.00000,5.00000,0.00000,36.00000,11.75000,82.00000,99.00000,450.00000
1188.00000,103.00000,22.00000,81.00000,2.00000,9.54369,9.00000,6.00000,0.00000,14.00000,11.44444,80.00000,85.00000,700.00000
1354.00000,99.00000,38.00000,61.00000,2.00000,11.03030,11.00000,4.00000,1.00000,18.00000,9.00000,86.00000,98.00000,650.00000
1728.00000,115.00000,36.00000,79.00000,2.00000,12.08696,10.00000,8.00000,1.00000,35.00000,11.50000,109.00000,150.00000,550.00000
1924.00000,146.00000,44.00000,102.00000,2.00000,10.76712,12.00000,10.00000,0.00000,35.00000,12.16667,113.00000,156.00000,600.00000
1407.00000,104.00000,21.00000,83.00000,2.00000,10.89423,6.00000,5.00000,0.00000,66.00000,17.33333,99.00000,115.00000,600.00000
1405.00000,96.00000,24.00000,72.00000,6.00000,11.34375,8.00000,6.00000,1.00000,23.00000,12.00000,83.00000,120.00000,500.00000
1571.00000,111.00000,20.00000,91.00000,3.00000,11.35135,19.00000,4.00000,7.00000,9.00000,5.84211,91.00000,153.00000,500.00000
1781.00000,119.00000,30.00000,89.00000,2.00000,12.03361,16.00000,6.00000,3.00000,4.00000,7.43750,102.00000,176.00000,750.00000
1835.00000,124.00000,30.00000,94.00000,3.00000,11.84677,8.00000,6.00000,0.00000,11.00000,15.50000,107.00000,167.00000,500.00000
1795.00000,133.00000,31.00000,102.00000,2.00000,10.98496,10.00000,9.00000,0.00000,32.00000,13.30000,112.00000,159.00000,650.00000
1794.00000,123.00000,42.00000,81.00000,3.00000,11.69919,11.00000,8.00000,0.00000,17.00000,11.18182,107.00000,175.00000,850.00000
1872.00000,138.00000,41.00000,97.00000,2.00000,10.81159,15.00000,8.00000,2.00000,3.00000,9.20000,118.00000,140.00000,900.00000
2211.00000,187.00000,45.00000,142.00000,3.00000,9.52406,23.00000,7.00000,9.00000,8.00000,8.13043,140.00000,180.00000,450.00000
1370.00000,102.00000,34.00000,68.00000,1.00000,11.11765,6.00000,3.00000,0.00000,19.00000,17.00000,89.00000,108.00000,300.00000
940.00000,64.00000,11.00000,53.00000,5.00000,11.48438,9.00000,3.00000,0.00000,16.00000,7.11111,54.00000,98.00000,500.00000
1030.00000,65.00000,10.00000,55.00000,1.00000,12.58462,4.00000,4.00000,0.00000,48.00000,16.25000,45.00000,129.00000,300.00000
1473.00000,106.00000,18.00000,88.00000,3.00000,11.11321,8.00000,5.00000,2.00000,8.00000,13.25000,83.00000,153.00000,600.00000
1128.00000,75.00000,19.00000,56.00000,2.00000,11.66667,12.00000,5.00000,3.00000,1.00000,6.25000,70.00000,110.00000,700.00000
1504.00000,104.00000,24.00000,80.00000,2.00000,11.64423,11.00000,7.00000,1.00000,18.00000,9.45455,80.00000,161.00000,300.00000
1013.00000,73.00000,13.00000,60.00000,3.00000,11.09589,10.00000,2.00000,0.00000,11.00000,7.30000,69.00000,99.00000,350.00000
1340.00000,91.00000,24.00000,67.00000,2.00000,11.74725,9.00000,6.00000,0.00000,25.00000,10.11111,87.00000,126.00000,250.00000
1316.00000,80.00000,18.00000,62.00000,3.00000,13.76250,6.00000,6.00000,0.00000,35.00000,13.33333,68.00000,128.00000,200.00000
1529.00000,104.00000,37.00000,67.00000,3.00000,12.02885,12.00000,7.00000,0.00000,22.00000,8.66667,69.00000,132.00000,400.00000
1110.00000,89.00000,26.00000,63.00000,1.00000,10.17978,8.00000,6.00000,0.00000,20.00000,11.12500,76.00000,83.00000,600.00000
1384.00000,96.00000,27.00000,69.00000,3.00000,11.44792,10.00000,5.00000,1.00000,12.00000,9.60000,84.00000,118.00000,750.00000
1674.00000,124.00000,29.00000,95.00000,2.00000,10.79839,13.00000,7.00000,1.00000,25.00000,9.53846,103.00000,141.00000,700.00000
1427.00000,109.00000,20.00000,89.00000,5.00000,10.18349,8.00000,6.00000,0.00000,18.00000,13.62500,89.00000,122.00000,250.00000
3391.00000,253.00000,35.00000,218.00000,3.00000,10.77075,32.00000,12.00000,10.00000,6.00000,7.90625,195.00000,327.00000,350.00000
1946.00000,142.00000,22.00000,120.00000,3.00000,10.69718,11.00000,8.00000,1.00000,37.00000,12.90909,120.00000,172.00000,400.00000
1422.00000,97.00000,19.00000,78.00000,2.00000,11.81443,10.00000,6.00000,0.00000,19.00000,9.70000,83.00000,132.00000,250.00000
1202.00000,97.00000,21.00000,76.00000,2.00000,9.88660,9.00000,6.00000,1.00000,2.00000,10.77778,87.00000,96.00000,400.00000
880.00000,55.00000,16.00000,39.00000,3.00000,12.80000,7.00000,4.00000,0.00000,20.00000,7.85714,51.00000,90.00000,250.00000
1986.00000,150.00000,42.00000,108.00000,3.00000,10.76667,12.00000,6.00000,1.00000,44.00000,12.50000,126.00000,153.00000,900.00000
1470.00000,100.00000,14.00000,86.00000,2.00000,11.55000,5.00000,4.00000,0.00000,67.00000,20.00000,87.00000,149.00000,450.00000
2209.00000,172.00000,45.00000,127.00000,2.00000,10.30814,17.00000,4.00000,6.00000,19.00000,10.11765,145.00000,173.00000,300.00000
1375.00000,98.00000,20.00000,78.00000,2.00000,11.36735,10.00000,5.00000,0.00000,42.00000,9.80000,88.00000,131.00000,300.00000
1295.00000,100.00000,21.00000,79.00000,4.00000,10.54000,10.00000,5.00000,1.00000,33.00000,10.00000,83.00000,106.00000,550.00000
839.00000,66.00000,9.00000,57.00000,3.00000,10.21212,8.00000,5.00000,1.00000,8.00000,8.25000,53.00000,79.00000,0.00000
1589.00000,113.00000,30.00000,83.00000,3.00000,11.27434,7.00000,6.00000,0.00000,41.00000,16.14286,83.00000,151.00000,350.00000
1512.00000,111.00000,24.00000,87.00000,1.00000,11.02703,11.00000,6.00000,1.00000,32.00000,10.09091,92.00000,126.00000,400.00000
1101.00000,79.00000,15.00000,64.00000,2.00000,11.35443,4.00000,4.00000,0.00000,48.00000,19.75000,64.00000,115.00000,250.00000
2050.00000,142.00000,22.00000,120.00000,1.00000,11.21831,14.00000,8.00000,2.00000,20.00000,10.14286,117.00000,204.00000,650.00000
1062.00000,79.00000,14.00000,65.00000,5.00000,10.75949,12.00000,3.00000,2.00000,20.00000,6.58333,57.00000,100.00000,450.00000
1037.00000,70.00000,16.00000,54.00000,2.00000,11.52857,7.00000,5.00000,1.00000,33.00000,10.00000,63.00000,96.00000,550.00000
746.00000,56.00000,5.00000,51.00000,5.00000,10.76786,5.00000,3.00000,1.00000,9.00000,11.20000,52.00000,76.00000,100.00000
1285.00000,98.00000,33.00000,65.00000,2.00000,10.65306,10.00000,7.00000,1.00000,25.00000,9.80000,84.00000,113.00000,350.00000
1319.00000,98.00000,24.00000,74.00000,2.00000,10.94898,11.00000,3.00000,2.00000,14.00000,8.90909,85.00000,109.00000,400.00000
1254.00000,100.00000,16.00000,84.00000,1.00000,10.27000,6.00000,4.00000,0.00000,44.00000,16.66667,86.00000,108.00000,400.00000
