# TypeTokenRatio, GuiraudsIndex, Yule's_K, HapaxLegonema, AdvancedGuiraud, Avaliacao
1.16484,8.83870,33.81986,91.00000,3.69089,300.00000
1.08621,10.33410,12.59763,116.00000,4.45435,750.00000
1.24719,8.44751,47.07410,89.00000,2.46781,150.00000
1.21698,9.33278,52.88144,106.00000,3.16962,300.00000
1.21053,8.85880,36.29490,95.00000,4.10302,700.00000
1.26437,8.29512,59.50413,87.00000,3.43247,550.00000
1.28829,9.28229,52.81432,111.00000,3.51222,100.00000
1.12281,10.07627,23.19336,114.00000,4.06586,750.00000
1.10309,9.37734,20.96253,97.00000,4.06029,500.00000
1.17763,11.36101,28.08901,152.00000,4.26038,750.00000
1.13402,9.24859,23.14050,97.00000,2.28831,1000.00000
1.18000,9.20575,30.16375,100.00000,3.86641,250.00000
1.32308,7.00913,75.71660,65.00000,2.58799,200.00000
1.29897,8.64145,57.94911,97.00000,2.85079,350.00000
1.14423,9.53366,25.42193,104.00000,3.75846,800.00000
1.06250,9.50542,11.53403,96.00000,2.87143,750.00000
1.14184,11.11236,16.20308,141.00000,3.07363,400.00000
1.19277,8.34181,44.89338,83.00000,2.01008,300.00000
1.07143,10.84435,10.97394,126.00000,5.07791,300.00000
1.20661,10.01403,41.28354,121.00000,4.71735,500.00000
1.21488,9.97991,34.24499,121.00000,4.45384,750.00000
1.16092,8.65682,43.13303,87.00000,2.18908,700.00000
1.14286,7.82624,40.62500,70.00000,3.35410,100.00000
1.31343,10.10063,46.48760,134.00000,3.76889,600.00000
1.32895,7.56228,86.26605,76.00000,2.88561,500.00000
1.08929,7.17007,32.24940,56.00000,3.96914,450.00000
1.08571,9.83415,18.46722,105.00000,1.87317,550.00000
1.07447,9.35335,15.68474,94.00000,3.48263,550.00000
1.08696,7.96743,35.55556,69.00000,4.15692,600.00000
1.07018,7.29810,21.49960,57.00000,1.66448,200.00000
1.25439,9.53316,48.90215,114.00000,4.76658,150.00000
1.08434,8.74897,17.28395,83.00000,2.42441,200.00000
1.14035,9.99846,27.21893,114.00000,4.64841,800.00000
1.12222,8.95533,29.40888,90.00000,4.07965,550.00000
1.20000,8.16497,54.25347,80.00000,3.16392,400.00000
1.27966,9.60270,49.12065,118.00000,3.17377,200.00000
1.15833,10.17827,23.80829,120.00000,4.91950,400.00000
1.08088,11.21709,10.18094,136.00000,4.86624,300.00000
1.16949,7.10277,71.41357,59.00000,2.40772,100.00000
1.18824,8.45782,33.33007,85.00000,3.38313,250.00000
1.30380,7.78410,65.98171,79.00000,2.06919,400.00000
1.27027,7.63252,58.85016,74.00000,2.26913,450.00000
1.21818,9.50255,43.43952,110.00000,4.57850,750.00000
1.10000,7.38549,27.54821,60.00000,3.20038,450.00000
1.15190,8.28145,41.05784,79.00000,2.20140,200.00000
1.23529,7.41941,68.02721,68.00000,2.94594,200.00000
1.16822,9.57037,29.44000,107.00000,3.48827,100.00000
1.18072,8.38427,43.73178,83.00000,2.72741,200.00000
1.10714,10.05790,16.90947,112.00000,4.22072,750.00000
1.19355,10.19274,24.65303,124.00000,4.10997,450.00000
1.17857,8.44232,40.81216,84.00000,2.71360,700.00000
1.13725,6.69663,53.50773,51.00000,2.10090,50.00000
1.05479,11.76502,8.43313,146.00000,5.72134,900.00000
1.34375,8.45233,68.50550,96.00000,2.90549,400.00000
1.21053,8.85880,45.36862,95.00000,3.73002,300.00000
1.28000,8.83883,57.37305,100.00000,3.35876,500.00000
1.26000,8.90871,41.57218,100.00000,3.20713,250.00000
1.02381,9.05795,5.40833,84.00000,2.80365,0.00000
1.06383,9.40000,24.00000,94.00000,3.90000,100.00000
1.07792,8.45185,17.41907,77.00000,4.39057,300.00000
1.16779,11.29566,21.79945,149.00000,5.23088,800.00000
1.20721,9.58894,46.78102,111.00000,3.71463,600.00000
1.19811,9.40598,32.24006,106.00000,4.25931,400.00000
1.20732,8.24131,57.13703,82.00000,4.12066,0.00000
1.20690,9.80379,40.81633,116.00000,3.80319,350.00000
1.50538,7.85993,78.57143,93.00000,3.12707,400.00000
1.15556,10.80865,30.40763,135.00000,4.96397,500.00000
1.27907,10.04264,37.46556,129.00000,3.73679,350.00000
1.51969,9.14166,93.42533,127.00000,3.81502,450.00000
1.21739,8.69318,58.99235,92.00000,3.87414,250.00000
1.27059,8.17913,56.58436,85.00000,3.56033,350.00000
1.14583,9.15324,36.36364,96.00000,2.57435,350.00000
1.26000,6.29941,85.66390,50.00000,2.51976,300.00000
1.13636,9.83870,23.04000,110.00000,3.57771,950.00000
1.21875,7.24657,72.32084,64.00000,2.60424,300.00000
1.10526,10.96966,22.21297,133.00000,4.04145,250.00000
1.20175,9.73968,30.90202,114.00000,3.67374,850.00000
1.10227,8.93505,21.25624,88.00000,3.55371,250.00000
1.15730,8.76943,32.04826,89.00000,3.54719,250.00000
1.28713,8.85829,44.97041,101.00000,3.24511,550.00000
1.11927,9.86840,21.49960,109.00000,3.71197,300.00000
1.11950,11.91755,17.04330,159.00000,4.19738,900.00000
1.13492,10.53665,19.56086,126.00000,5.10108,400.00000
1.22388,7.39891,56.51398,67.00000,2.09820,450.00000
1.16484,8.83870,30.25988,91.00000,2.91386,400.00000
1.20588,9.19703,71.38608,102.00000,4.41818,500.00000
1.11250,8.47998,27.77427,80.00000,2.54399,400.00000
1.34746,9.35801,71.19972,118.00000,4.83761,550.00000
1.52000,7.02439,130.80948,75.00000,2.24781,700.00000
1.08333,8.15239,23.01118,72.00000,3.28360,550.00000
1.16418,10.72859,33.69494,134.00000,4.24340,400.00000
1.14634,8.45765,40.74242,82.00000,2.78484,450.00000
1.28750,7.88263,60.32614,80.00000,2.56186,700.00000
1.15116,8.64333,38.77155,86.00000,2.91461,650.00000
1.05505,10.16430,10.58601,109.00000,4.00977,550.00000
1.29204,9.35195,57.23400,113.00000,2.89662,600.00000
1.05051,9.70775,11.09467,99.00000,3.53009,600.00000
1.15663,8.47115,54.25347,83.00000,3.77630,500.00000
1.21978,8.63734,51.94384,91.00000,3.98646,500.00000
1.16667,9.35032,33.89591,102.00000,3.39178,750.00000
1.15888,9.60888,24.71384,107.00000,4.31053,500.00000
1.18750,9.71163,62.18554,112.00000,3.20831,650.00000
1.14953,9.64787,33.04911,107.00000,4.50835,850.00000
1.16949,10.04483,33.60639,118.00000,3.23477,900.00000
1.33571,10.23781,46.32675,140.00000,3.94887,450.00000
1.14607,8.81231,30.75740,89.00000,2.87143,300.00000
1.18519,6.75000,58.59375,54.00000,1.50000,500.00000
1.44444,5.58156,127.81065,45.00000,0.99228,300.00000
1.27711,8.06167,67.63973,83.00000,2.62247,600.00000
1.07143,8.08290,21.33333,70.00000,2.42487,700.00000
1.30000,7.84465,68.41716,80.00000,3.03980,300.00000
1.05797,8.07584,15.01220,69.00000,2.45786,350.00000
1.04598,9.12008,12.07584,87.00000,2.51588,250.00000
1.17647,7.60263,62.50000,68.00000,2.79508,200.00000
1.50725,6.76601,136.83432,69.00000,2.64757,400.00000
1.17105,8.05598,68.17321,76.00000,2.75599,600.00000
1.14286,8.57321,28.21181,84.00000,3.16392,750.00000
1.20388,9.24967,33.81894,103.00000,3.41250,700.00000
1.22472,8.52465,57.23424,89.00000,2.96926,250.00000
1.29744,12.25954,44.99367,195.00000,5.46964,350.00000
1.18333,10.07018,29.75600,120.00000,3.02105,400.00000
1.16867,8.42737,46.76374,83.00000,2.23376,250.00000
1.11494,8.83351,25.50749,87.00000,3.75678,400.00000
1.07843,6.87684,33.05785,51.00000,3.23616,250.00000
1.19048,10.28786,32.88889,126.00000,3.67423,900.00000
1.14943,8.70000,52.00000,87.00000,3.70000,450.00000
1.18621,11.05615,26.36560,145.00000,5.33745,300.00000
1.11364,8.88934,29.15452,88.00000,3.53553,300.00000
1.20482,8.30000,44.00000,83.00000,2.90000,550.00000
1.24528,6.52385,78.05326,53.00000,2.95420,0.00000
1.36145,7.80798,101.80907,83.00000,2.82216,350.00000
1.20652,8.73225,48.69735,92.00000,2.46781,400.00000
1.23438,7.20056,67.29691,64.00000,2.70021,250.00000
1.21368,9.81842,35.70720,117.00000,3.69240,650.00000
1.38596,6.41300,92.93382,57.00000,1.46261,450.00000
1.11111,7.52994,36.73469,63.00000,2.03189,550.00000
1.07692,6.94879,31.88776,52.00000,2.40535,100.00000
1.16667,8.48528,37.48438,84.00000,2.92944,350.00000
1.15294,8.58630,31.23698,85.00000,3.73756,400.00000
1.16279,8.60000,48.00000,86.00000,2.10000,400.00000
1.24771,9.34667,42.17128,109.00000,3.42997,550.00000
1.06870,11.07152,10.20408,131.00000,4.81738,700.00000
1.17460,7.32360,47.47991,63.00000,2.20871,450.00000
1.11290,10.55558,17.85339,124.00000,3.57528,400.00000
1.20870,9.75417,49.68687,115.00000,3.39276,700.00000
1.14141,9.31314,29.75957,99.00000,3.85696,350.00000
1.06667,7.50000,24.41406,60.00000,3.87500,400.00000
1.08065,10.71197,13.36601,124.00000,4.49212,500.00000
1.12712,10.23190,23.74357,118.00000,3.03488,550.00000
1.30303,7.11696,78.42077,66.00000,2.37232,550.00000
1.19333,11.21153,25.59221,150.00000,3.21397,300.00000
1.16129,8.94893,39.43759,93.00000,3.17543,600.00000
1.09589,8.16165,25.00000,73.00000,2.34787,600.00000
1.12766,9.13009,30.25988,94.00000,3.59376,800.00000
1.10667,8.23232,29.03179,75.00000,3.62222,500.00000
1.16176,7.65060,41.65999,68.00000,3.15025,150.00000
1.10390,8.35182,24.91349,77.00000,3.36242,300.00000
1.22619,8.27677,47.12980,84.00000,2.56186,500.00000
1.03750,8.78114,8.70954,80.00000,2.52458,350.00000
1.14286,9.89949,24.41406,112.00000,3.53553,800.00000
1.21368,9.81842,37.69093,117.00000,5.11901,200.00000
1.27857,10.46409,40.57302,140.00000,4.11089,850.00000
1.31852,10.11868,49.23621,135.00000,3.67271,500.00000
1.32812,6.94177,77.50865,64.00000,1.95237,400.00000
1.14667,8.08746,35.15414,75.00000,1.72532,550.00000
1.31579,7.60000,68.00000,76.00000,3.30000,350.00000
1.05682,9.12517,16.18684,88.00000,4.45889,500.00000
1.09231,10.90936,12.89427,130.00000,4.02807,900.00000
1.22892,8.21822,49.98078,83.00000,2.67340,700.00000
1.22581,8.71025,61.55740,93.00000,4.02732,400.00000
1.13158,10.03714,19.22961,114.00000,4.49030,450.00000
1.13265,9.30175,29.21841,98.00000,3.70172,500.00000
1.28182,9.26367,48.28731,110.00000,2.77910,650.00000
1.20779,7.98453,46.24812,77.00000,3.31825,350.00000
1.36538,8.72749,53.56080,104.00000,2.68538,750.00000
1.09677,5.31646,51.90311,31.00000,2.05798,150.00000
1.14851,9.37761,29.72652,101.00000,4.36384,450.00000
1.13761,9.78849,24.71384,109.00000,3.41250,0.00000
1.16071,6.94595,56.80473,56.00000,2.97683,200.00000
1.11429,9.70725,21.91541,105.00000,3.79045,650.00000
1.10526,7.18132,30.23432,57.00000,2.39377,200.00000
1.17361,11.07692,23.10843,144.00000,4.07692,450.00000
1.14706,7.69948,32.87311,68.00000,3.39683,300.00000
1.22727,8.46780,46.29630,88.00000,2.88675,650.00000
1.16304,8.89398,45.41881,92.00000,2.99688,550.00000
1.27374,11.85456,27.70083,179.00000,4.37096,700.00000
1.30851,8.47569,67.42019,94.00000,2.34434,550.00000
1.14019,9.68732,25.53077,107.00000,4.25518,650.00000
1.11538,9.65616,23.78121,104.00000,3.24967,650.00000
1.14607,8.81231,38.44675,89.00000,2.17832,550.00000
1.19540,8.53105,36.98225,87.00000,2.74563,200.00000
1.26733,8.92722,54.93164,101.00000,3.00520,400.00000
1.15000,9.32505,28.73346,100.00000,3.35702,850.00000
1.13084,9.72727,24.58848,107.00000,4.45455,200.00000
1.15929,9.87286,27.97040,113.00000,3.49482,300.00000
1.13187,8.96650,35.81864,91.00000,4.92665,500.00000
1.36986,7.30000,158.00000,73.00000,2.70000,350.00000
1.20354,9.68967,34.60208,113.00000,3.60147,550.00000
1.13514,9.88867,23.93550,111.00000,5.34522,850.00000
1.22951,9.96126,33.77778,122.00000,2.85774,1000.00000
1.26923,7.83929,99.98980,78.00000,2.71360,350.00000
1.15254,10.11842,21.62630,118.00000,4.20172,650.00000
1.21687,8.25881,50.97539,83.00000,2.98511,50.00000
1.21818,9.50255,44.55335,110.00000,3.36909,300.00000
1.18987,8.14823,49.79629,79.00000,2.78484,500.00000
1.18803,9.92381,36.23001,117.00000,4.07131,550.00000
1.07143,8.85438,22.22222,84.00000,3.05687,600.00000
1.22093,8.39274,72.56236,86.00000,3.51324,450.00000
1.02564,10.68059,4.16667,117.00000,4.10792,300.00000
1.14474,8.14806,47.56243,76.00000,2.46586,300.00000
1.12162,8.12256,87.09537,74.00000,3.62222,400.00000
1.18841,7.61978,44.61630,69.00000,2.65036,250.00000
1.25743,8.96230,44.64009,101.00000,3.28322,550.00000
1.27907,8.19978,64.46281,86.00000,2.19296,400.00000
1.26829,9.84788,47.66601,123.00000,3.36269,300.00000
1.47674,7.63127,97.96020,86.00000,2.75081,500.00000
1.17391,7.66667,51.82137,69.00000,3.00000,0.00000
1.21127,7.65613,89.23743,71.00000,3.34282,550.00000
1.19231,10.44185,24.97399,130.00000,4.17674,400.00000
1.04839,7.69015,14.20118,62.00000,2.48069,400.00000
1.35075,9.96014,75.08928,134.00000,4.45976,600.00000
1.20833,9.96546,34.24495,120.00000,4.15227,300.00000
1.12987,8.25527,34.35064,77.00000,3.96682,350.00000
1.21176,8.37530,64.09652,85.00000,2.95599,550.00000
1.14035,7.06998,52.07101,57.00000,2.60473,350.00000
1.29703,8.82441,86.24206,101.00000,3.58219,850.00000
1.31132,8.99080,49.68687,106.00000,2.37493,650.00000
1.24510,9.05104,42.16008,102.00000,3.81563,400.00000
1.14634,8.45765,29.42508,82.00000,3.60997,350.00000
1.17910,7.53809,70.50152,67.00000,2.47519,600.00000
1.23750,8.04030,57.13703,80.00000,3.01511,100.00000
1.16049,8.35451,47.53282,81.00000,3.50683,700.00000
1.10345,11.46326,11.71875,145.00000,4.03190,950.00000
1.12381,9.66603,27.29101,105.00000,3.12995,500.00000
1.14943,8.70000,36.00000,87.00000,2.70000,350.00000
1.04959,10.73701,8.68002,121.00000,3.90437,950.00000
1.17647,8.50000,40.00000,85.00000,2.90000,150.00000
1.07292,9.45916,15.08153,96.00000,4.63105,550.00000
1.20635,7.22660,100.41551,63.00000,2.52357,0.00000
1.07527,9.30000,14.00000,93.00000,2.90000,400.00000
1.13793,7.13931,45.91368,58.00000,3.56965,600.00000
1.25455,6.62122,75.61437,55.00000,2.52810,350.00000
1.19048,5.93970,72.00000,42.00000,1.41421,0.00000
1.27451,6.32577,127.81065,51.00000,2.23263,0.00000
1.13158,10.03714,20.43146,114.00000,3.69789,350.00000
1.17557,10.55628,38.79238,131.00000,4.91552,750.00000
1.25217,9.58333,59.79938,115.00000,3.16667,950.00000
1.19760,11.80868,37.00000,167.00000,6.50538,550.00000
1.28713,8.85829,68.63905,101.00000,2.45576,600.00000
1.10959,11.47084,14.47950,146.00000,4.63548,400.00000
1.21212,9.03742,40.27778,99.00000,4.74693,1000.00000
1.23529,6.42540,90.70295,51.00000,2.64575,200.00000
1.31707,7.89045,63.44307,82.00000,3.07920,250.00000
1.18293,8.32584,34.00999,82.00000,1.72609,0.00000
1.16038,9.55770,47.59072,106.00000,3.69685,300.00000
1.06417,13.25608,7.57557,187.00000,7.86858,350.00000
1.09211,8.34208,23.22543,76.00000,2.19529,250.00000
1.67901,6.94569,152.46540,81.00000,2.05798,350.00000
1.11905,8.66394,36.21548,84.00000,3.40369,450.00000
1.16964,9.78549,52.44450,112.00000,3.75693,500.00000
1.12162,8.12256,29.03179,74.00000,2.41481,400.00000
1.32090,10.07206,52.98605,134.00000,2.93142,750.00000
1.09244,10.43699,27.21893,119.00000,3.59594,500.00000
1.27632,7.71663,59.51748,76.00000,3.55371,350.00000
1.14286,9.26013,27.10459,98.00000,3.87414,350.00000
1.29851,7.18315,73.98600,67.00000,2.68028,500.00000
1.18889,8.70063,50.65945,90.00000,3.19023,450.00000
1.37719,9.09819,85.19615,114.00000,4.46929,850.00000
1.23529,9.08688,50.39053,102.00000,2.76170,400.00000
1.28972,9.10844,59.86137,107.00000,3.57528,600.00000
1.12121,9.39666,30.84165,99.00000,3.98646,500.00000
1.22857,7.54829,91.94159,70.00000,2.26449,250.00000
1.16667,9.07115,31.88776,96.00000,2.64575,300.00000
1.12500,10.32796,20.85048,120.00000,4.81971,700.00000
1.22115,9.22851,40.92008,104.00000,3.37195,550.00000
1.08861,8.51879,21.63332,79.00000,3.01932,400.00000
1.09804,9.63809,25.51020,102.00000,3.11821,300.00000
1.21739,8.69318,47.83163,92.00000,3.49617,500.00000
1.06098,8.79132,15.85414,82.00000,3.43076,300.00000
1.26087,10.46175,50.20478,138.00000,3.10820,750.00000
1.13542,9.19513,26.93376,96.00000,2.87348,850.00000
1.12500,8.84433,44.89338,88.00000,3.11562,100.00000
1.12000,8.18317,31.17914,75.00000,2.50951,450.00000
1.13684,9.14138,29.14952,95.00000,3.17543,600.00000
1.28125,9.99512,44.61630,128.00000,3.35774,800.00000
1.19048,8.40000,48.00000,84.00000,2.00000,300.00000
1.20513,8.04509,45.26935,78.00000,2.37227,250.00000
1.14286,9.89949,21.97266,112.00000,3.71231,350.00000
1.17500,8.25137,40.74242,80.00000,2.99112,1000.00000
1.17391,9.89762,29.62963,115.00000,3.70085,750.00000
1.07746,11.48002,11.10684,142.00000,5.01240,350.00000
1.13393,9.93839,19.84004,112.00000,3.90437,600.00000
1.25191,10.22938,38.66746,131.00000,4.21669,500.00000
1.09333,8.28236,23.79536,75.00000,3.31295,350.00000
1.20800,10.17236,49.99781,125.00000,3.41791,200.00000
1.07843,11.91103,9.55005,153.00000,4.28174,500.00000
1.10784,9.59535,18.79552,102.00000,3.57474,850.00000
1.24691,8.05980,43.13303,81.00000,3.18412,350.00000
1.24390,8.11921,48.05844,82.00000,3.06946,0.00000
1.12791,8.73198,51.01499,86.00000,3.55371,550.00000
1.17431,9.63433,42.72461,109.00000,4.15425,550.00000
1.12264,9.71700,21.18494,106.00000,3.39178,400.00000
1.19718,7.70103,63.66782,71.00000,2.49470,700.00000
1.15730,8.76943,32.04826,89.00000,3.94132,500.00000
1.44444,8.64692,68.21170,108.00000,3.20256,450.00000
1.16406,14.82968,15.31463,256.00000,5.90870,1000.00000
1.22449,8.94614,52.77778,98.00000,3.56020,600.00000
1.17857,6.89312,50.50505,56.00000,1.96946,300.00000
1.16883,8.11651,37.03704,77.00000,3.58391,250.00000
1.21875,7.24657,95.33202,64.00000,3.39683,350.00000
1.09524,7.58431,29.40559,63.00000,3.25042,100.00000
1.17117,9.73534,30.76923,111.00000,3.77135,700.00000
1.20645,11.33472,33.17224,155.00000,3.21760,600.00000
1.16000,4.64238,95.12485,25.00000,1.67126,100.00000
1.19388,12.81292,18.99335,196.00000,4.77216,650.00000
1.16667,8.48528,47.89671,84.00000,3.93959,350.00000
1.24272,9.10400,42.72461,103.00000,3.18198,150.00000
1.14583,6.47232,59.50413,48.00000,2.42712,0.00000
1.37500,7.62770,107.43802,80.00000,2.95573,600.00000
1.08511,9.30739,17.30104,94.00000,3.96059,800.00000
1.22330,9.17597,44.09171,103.00000,4.27618,900.00000
1.26667,8.42927,50.78486,90.00000,2.80976,350.00000
1.20661,10.01403,35.65397,121.00000,2.48282,950.00000
1.27885,9.01794,44.09520,104.00000,3.29502,600.00000
1.12500,12.22020,13.99737,168.00000,3.70970,800.00000
1.06410,8.56161,17.41907,78.00000,2.52458,400.00000
1.31111,8.28517,80.43666,90.00000,3.68230,650.00000
1.17986,10.85408,23.05175,139.00000,4.84139,800.00000
1.34524,7.90206,73.61579,84.00000,2.16366,500.00000
1.28571,8.41295,64.28519,91.00000,2.77350,100.00000
1.18018,9.69812,32.63213,111.00000,4.63063,450.00000
1.19048,9.39149,42.24000,105.00000,3.66715,950.00000
1.34831,8.12455,56.94444,89.00000,2.09960,200.00000
1.11111,8.53815,29.62963,81.00000,2.52982,450.00000
1.22018,9.45150,50.87908,109.00000,3.03488,700.00000
1.16949,7.10277,50.40958,59.00000,2.28733,200.00000
1.15603,11.04397,24.84098,141.00000,3.99463,650.00000
1.25225,9.41490,45.54630,111.00000,2.96866,650.00000
1.22826,8.65463,34.45845,92.00000,2.44587,550.00000
1.30097,8.89784,55.69169,103.00000,4.57850,500.00000
1.28696,9.45294,59.34989,115.00000,3.37018,400.00000
1.23656,8.67229,45.36862,93.00000,2.89076,600.00000
1.15714,7.77778,45.72474,70.00000,2.66667,650.00000
1.21359,9.21260,46.08000,103.00000,3.66715,250.00000
1.26667,8.42927,66.17421,90.00000,2.43512,400.00000
1.24490,8.87250,71.21741,98.00000,3.34982,400.00000
1.15278,11.17657,35.56394,144.00000,5.74351,900.00000
1.22785,8.02123,65.89436,79.00000,2.74143,750.00000
1.15789,7.01621,41.32231,57.00000,2.33874,650.00000
1.25000,8.94427,39.68000,100.00000,2.77272,700.00000
1.19130,9.82511,30.90202,115.00000,3.93005,750.00000
1.20213,8.84278,57.95285,94.00000,2.35180,550.00000
1.09474,9.31552,18.49112,95.00000,3.43203,500.00000
1.27368,8.63636,58.73916,95.00000,3.09091,350.00000
1.12821,10.18354,24.10468,117.00000,3.74267,900.00000
1.19540,8.53105,38.83136,87.00000,3.53009,1000.00000
1.04598,9.12008,9.66067,87.00000,4.40280,350.00000
1.08333,6.65640,51.77515,48.00000,3.32820,0.00000
1.22222,10.50974,28.65014,135.00000,3.11400,550.00000
1.23313,11.49713,35.64268,163.00000,4.09100,850.00000
1.05000,9.75900,9.07029,100.00000,3.61083,450.00000
1.18841,7.61978,44.61630,69.00000,2.76079,400.00000
1.09524,8.75761,21.26654,84.00000,3.23197,400.00000
1.20388,9.24967,42.92404,103.00000,3.68191,600.00000
1.18627,9.27273,54.64108,102.00000,3.90909,300.00000
1.14789,11.12230,24.84098,142.00000,3.83798,800.00000
1.20325,10.11054,32.87071,123.00000,3.69898,850.00000
1.22727,10.37090,32.76939,132.00000,3.53553,450.00000
1.28972,9.10844,39.90758,107.00000,3.83065,700.00000
1.16981,9.51908,28.61602,106.00000,2.96349,300.00000
1.11719,10.70390,18.58282,128.00000,4.51571,400.00000
1.08333,7.44208,28.40237,60.00000,2.48069,250.00000
1.12931,10.13497,27.97040,116.00000,4.19378,350.00000
1.17143,9.46753,31.72715,105.00000,2.79518,600.00000
1.19444,7.76396,43.26663,72.00000,4.09765,300.00000
1.28378,7.59224,90.85873,74.00000,3.48833,250.00000
1.22727,8.46780,66.87243,88.00000,2.98298,500.00000
1.25424,6.85861,62.08912,59.00000,1.85996,400.00000
1.32759,9.34755,91.07775,116.00000,2.90096,600.00000
1.18750,8.99122,33.85657,96.00000,2.24781,350.00000
1.20139,10.94812,30.07117,144.00000,2.73703,550.00000
1.13636,8.80000,30.00000,88.00000,3.90000,450.00000
1.13402,9.24859,29.75207,97.00000,3.81385,650.00000
1.21978,8.63734,60.06006,91.00000,2.94239,500.00000
1.29661,9.53973,48.69922,118.00000,4.36564,150.00000
1.22785,8.02123,59.51748,79.00000,2.43683,350.00000
1.37975,7.56683,79.11792,79.00000,3.54396,250.00000
1.17424,10.60250,21.64412,132.00000,3.61449,650.00000
1.11724,11.39228,14.47950,145.00000,4.71405,250.00000
1.33750,7.73389,73.36885,80.00000,1.93347,550.00000
1.15574,10.27425,24.14365,122.00000,3.87390,450.00000
1.23958,8.80031,36.72057,96.00000,3.20844,400.00000
1.15409,16.59946,12.17620,318.00000,8.03873,200.00000
1.12414,11.35728,18.81892,145.00000,5.01287,900.00000
1.10236,10.73346,18.36735,127.00000,5.57802,400.00000
1.09231,10.90936,12.89427,130.00000,5.95819,750.00000
1.10345,10.25305,21.97266,116.00000,4.33103,350.00000
1.22059,7.46397,60.96676,68.00000,2.85387,550.00000
1.11429,7.92594,32.87311,70.00000,2.94392,150.00000
1.13333,9.62533,26.83426,105.00000,2.75010,600.00000
1.06667,7.50000,19.53125,60.00000,3.37500,350.00000
1.08824,7.90484,25.56611,68.00000,2.55745,250.00000
1.13253,8.56080,29.42508,83.00000,3.19741,400.00000
1.27660,8.58099,52.77778,94.00000,2.46475,400.00000
1.14607,8.81231,36.52441,89.00000,3.06946,450.00000
1.17647,10.75174,26.56250,136.00000,3.00416,850.00000
1.10891,9.54360,17.53827,101.00000,4.91354,150.00000
1.33929,9.14476,81.77778,112.00000,2.77609,650.00000
