# gunningFog,flesch_readindEase,flesch_kincaid,dale_chall,automated_readabilityIndex, simple_gobbledygook, lix, word_variationIndex, nominal_ratio, avaliacao
45.95862,20.43862,23.85931,15.49727,43.03379,32.18228,114.89655,113.10281,0.60000,500.00000
47.50000,4.40000,22.40000,18.05513,38.77000,31.44462,118.75000,68.91564,1.87179,500.00000
35.71429,51.94286,11.33714,15.56871,24.97571,20.89783,89.28571,56.34090,1.01010,500.00000
37.65098,56.89176,11.77608,15.73757,34.42392,23.46709,94.12745,65.57869,0.97561,375.00000
24.89371,56.79443,8.37542,12.46452,27.17585,12.49410,62.23427,82.06640,0.85333,562.00000
75.49916,-56.28101,47.73748,20.55209,69.97176,50.99215,188.74790,54.82228,1.45614,562.00000
45.74550,41.34357,14.92397,18.46720,23.02744,28.13605,114.36376,87.52606,2.71875,312.00000
35.31954,43.27264,12.44966,15.48509,27.60667,20.50193,88.29885,66.97607,0.70270,625.00000
45.86667,11.08000,23.11333,16.54397,37.82417,31.69241,114.66667,354.05456,0.92000,562.00000
39.41818,3.51273,23.36727,14.43163,44.83727,27.46068,98.54545,39.25173,1.03448,438.00000
33.57887,42.24423,12.26606,14.96944,31.08887,19.25582,83.94718,60.45032,1.06000,562.00000
34.80602,56.95012,10.77120,15.12895,29.03361,20.81746,87.01506,35.24727,1.03704,562.00000
26.92698,29.00571,11.92317,13.50783,35.28635,11.62938,67.31746,56.62796,1.03774,812.00000
26.93272,68.10396,5.73622,13.78858,24.94373,9.50232,67.33180,72.44357,1.05495,562.00000
32.73187,83.96857,4.32297,15.62436,28.23005,14.15969,81.82967,44.41729,0.52381,562.00000
27.56150,83.28128,4.23594,13.67954,23.12235,12.29006,68.90374,64.75090,0.72059,562.00000
63.83636,-25.06545,36.72545,19.30550,60.59045,44.43421,159.59091,59.45331,1.05797,438.00000
30.13925,56.87536,8.04906,14.69765,25.98914,12.90474,75.34812,58.45055,1.03371,625.00000
41.70557,34.59645,17.78656,15.89773,39.89468,28.24704,104.26392,69.33571,0.61828,625.00000
30.95238,38.21714,11.37181,14.69460,31.57295,15.05421,77.38095,48.10009,1.66667,500.00000
30.71667,33.24778,11.96599,14.66537,31.64759,14.64024,76.79167,52.05106,1.52941,438.00000
35.60000,79.04000,8.47200,14.98210,29.18000,22.44480,89.00000,52.75770,1.68000,438.00000
42.00000,25.60000,20.38667,15.34250,43.24444,29.11974,105.00000,53.57747,0.83333,562.00000
31.38246,83.98456,5.17053,14.65292,19.46807,16.24436,78.45614,36.65669,1.00000,438.00000
32.65442,44.11891,9.98490,15.64238,27.34027,13.81554,81.63605,61.50144,1.34483,500.00000
32.78954,45.08523,10.25988,15.48170,26.76990,15.20194,81.97384,68.49841,0.76271,562.00000
27.00000,45.00000,12.34000,12.12875,29.62500,17.33159,67.50000,103.74087,1.36000,438.00000
50.63396,20.08755,22.86113,17.88436,40.77094,34.97769,126.58491,112.41309,0.78667,375.00000
47.72308,23.76615,22.12000,16.84358,49.32231,33.14029,119.30769,51.72554,0.88095,562.00000
42.14545,3.51273,23.36727,15.50822,39.92364,29.11974,105.36364,99.55918,0.88889,562.00000
34.33315,37.22696,12.32997,15.60833,33.87332,18.12581,85.83288,71.55987,0.65672,875.00000
27.92092,54.09526,8.45297,13.82076,28.13370,12.38229,69.80230,80.90071,0.68627,688.00000
36.34124,37.13989,13.40542,15.85231,34.73130,21.00450,90.85311,102.47758,1.17949,500.00000
30.76645,47.03948,10.45110,14.43864,34.20116,15.92008,76.91613,89.25952,0.94444,625.00000
29.69566,85.67202,3.79398,14.57188,24.34412,12.46624,74.23914,95.19008,0.63462,375.00000
33.07672,49.24643,10.09036,15.37228,28.20079,16.49918,82.69180,72.54582,0.91304,625.00000
26.95238,66.78095,7.44571,13.01245,28.17619,14.37060,67.38095,55.74125,0.94444,562.00000
31.01587,40.11429,10.19873,15.18380,29.44190,12.09004,77.53968,53.57747,0.65789,562.00000
28.10588,28.68941,12.28353,13.81075,29.33412,12.93838,70.26471,418.30959,0.86957,500.00000
38.87619,35.01714,13.99175,16.70858,25.82095,22.44480,97.19048,91.51070,3.22222,375.00000
26.49212,56.27200,9.28533,12.66470,27.06861,14.90500,66.23030,70.15476,1.00000,625.00000
27.01318,43.95850,9.31909,13.77119,30.47595,9.94182,67.53296,82.06640,0.54667,750.00000
42.14545,15.78545,21.59455,15.50822,40.91682,29.11974,105.36364,79.96907,0.67105,562.00000
40.00000,62.48000,10.86400,16.71900,32.58400,24.28614,100.00000,32.84488,0.55128,438.00000
24.02564,31.96410,12.30000,11.94737,31.54513,13.03875,60.06410,276.44149,0.95918,438.00000
29.52421,36.85152,10.90432,14.47401,30.48386,12.63246,73.81051,49.62694,1.20408,500.00000
23.81000,59.59400,7.37900,12.34238,30.68475,10.46495,59.52500,380.05520,1.11538,625.00000
30.28571,65.42857,7.29143,14.50879,27.04857,14.44815,75.71429,71.65599,0.92000,562.00000
49.68571,53.18078,15.03922,19.08039,25.85429,32.18228,124.21429,104.19232,1.00000,500.00000
43.61739,21.63826,21.16870,15.87267,38.74000,30.17514,109.04348,78.62264,1.36000,500.00000
28.00256,50.62923,9.37667,13.63459,31.29256,13.67325,70.00641,140.51080,0.70423,688.00000
52.21739,-7.22609,27.75043,18.02207,48.06000,36.29475,130.54348,56.69584,0.83133,750.00000
41.73333,27.76606,16.78727,16.93393,36.76348,26.29656,104.33333,52.34827,0.81818,562.00000
25.70000,68.05500,6.49250,12.91518,28.15438,11.99725,64.25000,85.36231,1.22222,688.00000
26.01923,69.11923,6.36500,13.02765,27.45192,12.15917,65.04808,96.05917,1.20000,625.00000
33.25305,67.67111,7.76000,15.27101,21.15577,17.38167,83.13262,80.22742,1.00000,562.00000
33.56585,57.16780,10.68732,14.66647,26.60537,20.24597,83.91463,0.00000,0.66667,500.00000
57.18596,18.93053,23.86737,20.03756,33.32561,39.19616,142.96491,42.30418,2.60000,0.00000
33.47347,57.25469,11.51388,14.19680,33.91673,21.37368,83.68367,84.95913,0.73684,562.00000
31.39048,58.28952,7.20381,15.52249,24.87714,10.53118,78.47619,112.07530,0.73333,500.00000
31.68383,47.38442,11.33129,14.32064,28.30568,18.21192,79.20957,88.98565,1.57377,500.00000
32.24155,53.68502,9.57043,14.98002,26.54222,16.56228,80.60386,64.38257,1.17073,500.00000
27.91360,61.08730,7.06441,14.01333,24.78448,11.02652,69.78399,87.38869,1.24138,625.00000
28.48605,46.54093,10.17698,13.71714,28.59047,14.37060,71.21512,77.16520,0.73846,500.00000
53.18710,10.55226,26.12645,17.91751,46.60258,37.14686,132.96774,68.59628,0.62500,562.00000
38.89412,24.40471,18.25176,15.30775,44.41000,25.99739,97.23529,63.97518,0.50000,562.00000
56.18947,-9.35579,31.93895,17.58649,54.41632,39.19616,140.47368,51.55736,0.98214,438.00000
62.02963,7.53778,30.54765,19.35040,54.08691,43.36507,155.07407,52.05106,0.77419,500.00000
64.62609,-9.76696,35.35478,19.18405,57.98000,44.78492,161.56522,50.06137,0.84286,625.00000
46.73548,5.90710,26.79742,15.37073,46.89935,32.66480,116.83871,81.22944,1.42857,562.00000
26.23449,66.61915,6.68492,13.13390,20.57866,12.09004,65.58623,78.63146,1.32812,438.00000
34.97778,49.28000,11.30222,15.49458,27.02000,19.85583,87.44444,58.31568,0.76471,562.00000
28.33333,45.40000,9.66000,14.00883,33.44000,12.31895,70.83333,169.36648,1.27273,438.00000
34.25455,55.84727,11.19273,14.77588,37.77091,21.00450,85.63636,64.45002,0.48077,562.00000
61.53580,3.09333,31.18963,19.15546,47.04494,43.00278,153.83951,39.06239,0.87500,312.00000
49.74815,24.50667,22.43259,17.42638,37.66370,34.52751,124.37037,59.74754,0.71053,375.00000
46.96744,43.97767,17.31256,17.52000,32.29674,31.69241,117.41860,62.10115,1.62500,125.00000
35.22847,39.21953,11.45478,16.26500,21.75810,16.87421,88.07119,24.28898,0.96774,500.00000
49.95556,26.56000,18.36000,19.45766,27.40111,31.69241,124.88889,149.36998,1.00000,375.00000
49.60000,30.00000,20.80000,17.80110,34.20000,34.07138,124.00000,52.75770,2.42105,250.00000
74.79266,-17.48844,40.03633,21.35620,62.73431,51.60212,186.98165,40.21520,0.57895,438.00000
38.00000,22.40000,19.80000,14.30500,34.17000,26.29656,95.00000,72.56592,0.57143,250.00000
42.80000,17.22000,18.87000,17.06620,27.28625,27.46068,107.00000,91.67327,0.66667,312.00000
26.60000,40.20000,11.46000,12.78310,34.16800,14.64024,66.50000,38.75429,0.89189,750.00000
43.05455,18.24000,21.24000,15.86708,38.56455,29.65213,107.63636,46.83419,0.96667,438.00000
38.35789,6.48000,21.68000,14.66288,43.56737,26.29656,95.89474,162.71108,0.84615,312.00000
22.57778,21.52000,14.05333,11.24948,27.83000,13.03875,56.44444,46.40690,1.38095,438.00000
34.96688,64.20439,9.27234,15.42530,33.54099,20.09082,87.41720,49.10931,0.80851,562.00000
34.97778,63.28000,9.28000,15.49458,23.69778,19.85583,87.44444,30.41931,1.14286,312.00000
44.85714,31.20000,17.48000,17.55336,35.35429,29.11974,112.14286,44.27848,0.91667,500.00000
32.88919,62.65027,7.53541,15.61773,23.35649,14.64024,82.22297,91.60313,0.95455,312.00000
37.42095,66.61029,7.66616,17.04384,17.37892,17.95236,93.55238,147.80075,1.60870,312.00000
33.33454,70.31059,6.13442,15.94557,21.28956,13.72815,83.33635,68.94247,1.16327,438.00000
