# nChar,nWords,nLongWords,nShortWords,mostFreqWordLen,avgWordLen,nSentences,nLongSentences,nShortSentences,mostFreqSentLen,avgSentLen,nDifferentWords,nStopwords, avaliacao
489.00000,40.00000,7.00000,33.00000,6.00000,10.12500,1.00000,1.00000,0.00000,82.00000,40.00000,35.00000,42.00000,625.00000
639.00000,79.00000,2.00000,77.00000,4.00000,6.41772,1.00000,1.00000,0.00000,126.00000,79.00000,52.00000,47.00000,500.00000
388.00000,28.00000,1.00000,27.00000,3.00000,10.50000,1.00000,1.00000,0.00000,71.00000,28.00000,28.00000,43.00000,562.00000
1297.00000,129.00000,4.00000,125.00000,3.00000,7.17829,1.00000,1.00000,0.00000,251.00000,129.00000,77.00000,122.00000,562.00000
1252.00000,105.00000,19.00000,86.00000,1.00000,9.48571,1.00000,1.00000,0.00000,221.00000,105.00000,78.00000,116.00000,562.00000
1074.00000,108.00000,1.00000,107.00000,3.00000,7.58333,1.00000,1.00000,0.00000,216.00000,108.00000,63.00000,108.00000,312.00000
623.00000,54.00000,6.00000,48.00000,5.00000,8.92593,3.00000,2.00000,0.00000,61.00000,18.00000,40.00000,68.00000,438.00000
640.00000,60.00000,5.00000,55.00000,5.00000,8.55000,1.00000,1.00000,0.00000,122.00000,60.00000,48.00000,62.00000,562.00000
1028.00000,96.00000,9.00000,87.00000,5.00000,8.30208,10.00000,3.00000,6.00000,6.00000,9.60000,73.00000,91.00000,562.00000
1229.00000,99.00000,2.00000,97.00000,3.00000,9.56566,7.00000,3.00000,2.00000,8.00000,14.14286,63.00000,151.00000,500.00000
742.00000,60.00000,4.00000,56.00000,3.00000,9.35000,12.00000,1.00000,5.00000,8.00000,5.00000,51.00000,73.00000,625.00000
746.00000,63.00000,1.00000,62.00000,6.00000,9.19048,5.00000,3.00000,2.00000,37.00000,12.60000,46.00000,77.00000,562.00000
762.00000,65.00000,1.00000,64.00000,6.00000,8.92308,7.00000,3.00000,3.00000,37.00000,9.28571,48.00000,75.00000,562.00000
1156.00000,125.00000,1.00000,124.00000,3.00000,7.41600,1.00000,1.00000,0.00000,217.00000,125.00000,86.00000,92.00000,562.00000
1200.00000,122.00000,7.00000,115.00000,3.00000,7.78689,2.00000,2.00000,0.00000,194.00000,61.00000,89.00000,108.00000,562.00000
397.00000,35.00000,1.00000,34.00000,3.00000,8.68571,1.00000,1.00000,0.00000,85.00000,35.00000,30.00000,50.00000,438.00000
338.00000,27.00000,1.00000,26.00000,6.00000,9.88889,1.00000,1.00000,0.00000,66.00000,27.00000,16.00000,39.00000,500.00000
502.00000,41.00000,0.00000,41.00000,6.00000,9.43902,2.00000,2.00000,0.00000,65.00000,20.50000,28.00000,51.00000,438.00000
932.00000,75.00000,7.00000,68.00000,3.00000,9.82667,1.00000,1.00000,0.00000,180.00000,75.00000,65.00000,105.00000,750.00000
620.00000,56.00000,1.00000,55.00000,3.00000,8.53571,1.00000,1.00000,0.00000,117.00000,56.00000,46.00000,61.00000,562.00000
938.00000,91.00000,3.00000,88.00000,2.00000,7.70330,3.00000,3.00000,0.00000,73.00000,30.33333,72.00000,95.00000,375.00000
863.00000,77.00000,0.00000,77.00000,3.00000,8.54545,13.00000,3.00000,6.00000,5.00000,5.92308,60.00000,98.00000,500.00000
1001.00000,84.00000,9.00000,75.00000,3.00000,9.20238,11.00000,5.00000,4.00000,25.00000,7.63636,66.00000,98.00000,500.00000
1615.00000,126.00000,12.00000,114.00000,3.00000,10.05556,5.00000,4.00000,1.00000,7.00000,25.20000,93.00000,167.00000,438.00000
334.00000,23.00000,2.00000,21.00000,1.00000,10.78261,4.00000,1.00000,1.00000,16.00000,5.75000,19.00000,41.00000,438.00000
906.00000,91.00000,2.00000,89.00000,3.00000,7.78022,1.00000,1.00000,0.00000,187.00000,91.00000,59.00000,96.00000,562.00000
200.00000,15.00000,0.00000,15.00000,3.00000,10.86667,1.00000,1.00000,0.00000,36.00000,15.00000,12.00000,21.00000,438.00000
1216.00000,91.00000,14.00000,77.00000,2.00000,10.35165,5.00000,5.00000,0.00000,35.00000,18.20000,67.00000,129.00000,562.00000
277.00000,31.00000,1.00000,30.00000,3.00000,6.64516,4.00000,1.00000,3.00000,2.00000,7.75000,28.00000,27.00000,312.00000
476.00000,50.00000,4.00000,46.00000,2.00000,6.90000,3.00000,3.00000,0.00000,24.00000,16.66667,45.00000,49.00000,312.00000
593.00000,49.00000,3.00000,46.00000,2.00000,9.40816,3.00000,2.00000,0.00000,81.00000,16.33333,40.00000,73.00000,438.00000
1082.00000,97.00000,5.00000,92.00000,2.00000,8.61856,7.00000,5.00000,1.00000,33.00000,13.85714,69.00000,113.00000,688.00000
1207.00000,108.00000,7.00000,101.00000,3.00000,8.97222,5.00000,4.00000,1.00000,5.00000,21.60000,84.00000,109.00000,812.00000
1122.00000,124.00000,6.00000,118.00000,2.00000,6.75806,4.00000,2.00000,2.00000,0.00000,31.00000,85.00000,108.00000,375.00000
992.00000,82.00000,2.00000,80.00000,3.00000,9.47561,3.00000,3.00000,0.00000,40.00000,27.33333,59.00000,120.00000,625.00000
899.00000,70.00000,4.00000,66.00000,3.00000,10.35714,2.00000,1.00000,1.00000,5.00000,35.00000,51.00000,85.00000,625.00000
1103.00000,105.00000,4.00000,101.00000,5.00000,8.40000,3.00000,1.00000,2.00000,0.00000,35.00000,91.00000,104.00000,500.00000
587.00000,58.00000,5.00000,53.00000,3.00000,8.05172,4.00000,3.00000,1.00000,27.00000,14.50000,45.00000,50.00000,375.00000
381.00000,40.00000,3.00000,37.00000,3.00000,7.47500,2.00000,2.00000,0.00000,51.00000,20.00000,33.00000,33.00000,250.00000
518.00000,45.00000,4.00000,41.00000,6.00000,8.91111,5.00000,2.00000,2.00000,35.00000,9.00000,33.00000,51.00000,562.00000
771.00000,65.00000,3.00000,62.00000,3.00000,9.15385,2.00000,2.00000,0.00000,35.00000,32.50000,43.00000,89.00000,562.00000
965.00000,81.00000,2.00000,79.00000,3.00000,9.25926,1.00000,1.00000,0.00000,190.00000,81.00000,45.00000,109.00000,438.00000
560.00000,42.00000,4.00000,38.00000,3.00000,10.42857,3.00000,2.00000,0.00000,18.00000,14.00000,33.00000,69.00000,562.00000
456.00000,44.00000,1.00000,43.00000,3.00000,8.09091,1.00000,1.00000,0.00000,93.00000,44.00000,35.00000,49.00000,562.00000
1203.00000,78.00000,11.00000,67.00000,3.00000,11.97436,7.00000,4.00000,2.00000,33.00000,11.14286,55.00000,132.00000,500.00000
604.00000,62.00000,0.00000,62.00000,2.00000,7.80645,1.00000,1.00000,0.00000,120.00000,62.00000,46.00000,58.00000,625.00000
655.00000,55.00000,5.00000,50.00000,3.00000,9.29091,3.00000,3.00000,0.00000,41.00000,18.33333,44.00000,71.00000,500.00000
758.00000,69.00000,3.00000,66.00000,3.00000,8.68116,1.00000,1.00000,0.00000,156.00000,69.00000,42.00000,87.00000,562.00000
769.00000,69.00000,3.00000,66.00000,3.00000,8.69565,1.00000,1.00000,0.00000,156.00000,69.00000,43.00000,87.00000,562.00000
1328.00000,135.00000,3.00000,132.00000,3.00000,7.68889,5.00000,3.00000,2.00000,4.00000,27.00000,68.00000,136.00000,562.00000
513.00000,37.00000,0.00000,37.00000,3.00000,10.70270,1.00000,1.00000,0.00000,90.00000,37.00000,30.00000,53.00000,562.00000
738.00000,56.00000,2.00000,54.00000,4.00000,10.28571,3.00000,2.00000,1.00000,116.00000,18.66667,47.00000,90.00000,500.00000
434.00000,47.00000,2.00000,45.00000,6.00000,7.27660,1.00000,1.00000,0.00000,81.00000,47.00000,35.00000,34.00000,438.00000
724.00000,52.00000,4.00000,48.00000,3.00000,10.76923,2.00000,2.00000,0.00000,106.00000,26.00000,43.00000,91.00000,438.00000
831.00000,63.00000,2.00000,61.00000,3.00000,9.88889,12.00000,3.00000,6.00000,4.00000,5.25000,49.00000,99.00000,562.00000
1222.00000,142.00000,5.00000,137.00000,3.00000,6.61268,1.00000,1.00000,0.00000,244.00000,142.00000,89.00000,102.00000,562.00000
546.00000,48.00000,2.00000,46.00000,3.00000,9.14583,2.00000,2.00000,0.00000,49.00000,24.00000,43.00000,51.00000,562.00000
845.00000,70.00000,7.00000,63.00000,6.00000,9.54286,10.00000,2.00000,2.00000,12.00000,7.00000,54.00000,72.00000,812.00000
831.00000,80.00000,7.00000,73.00000,6.00000,8.16250,10.00000,1.00000,2.00000,12.00000,8.00000,64.00000,60.00000,562.00000
689.00000,47.00000,2.00000,45.00000,3.00000,10.91489,7.00000,3.00000,3.00000,35.00000,6.71429,34.00000,90.00000,562.00000
929.00000,111.00000,2.00000,109.00000,3.00000,6.55856,1.00000,1.00000,0.00000,198.00000,111.00000,74.00000,87.00000,438.00000
1564.00000,136.00000,4.00000,132.00000,3.00000,8.96324,8.00000,3.00000,2.00000,98.00000,17.00000,84.00000,162.00000,562.00000
493.00000,51.00000,1.00000,50.00000,2.00000,7.50980,1.00000,1.00000,0.00000,102.00000,51.00000,42.00000,51.00000,500.00000
736.00000,71.00000,4.00000,67.00000,2.00000,8.11268,5.00000,4.00000,0.00000,32.00000,14.20000,58.00000,73.00000,375.00000
1223.00000,93.00000,3.00000,90.00000,3.00000,10.23656,1.00000,1.00000,0.00000,243.00000,93.00000,70.00000,150.00000,500.00000
1142.00000,94.00000,5.00000,89.00000,3.00000,9.58511,5.00000,4.00000,0.00000,68.00000,18.80000,66.00000,125.00000,438.00000
1132.00000,92.00000,6.00000,86.00000,3.00000,9.76087,4.00000,4.00000,0.00000,26.00000,23.00000,60.00000,123.00000,438.00000
732.00000,60.00000,8.00000,52.00000,6.00000,9.93333,2.00000,2.00000,0.00000,58.00000,30.00000,54.00000,60.00000,562.00000
837.00000,73.00000,2.00000,71.00000,3.00000,8.78082,1.00000,1.00000,0.00000,169.00000,73.00000,44.00000,96.00000,562.00000
609.00000,41.00000,2.00000,39.00000,6.00000,11.36585,5.00000,1.00000,1.00000,10.00000,8.20000,33.00000,65.00000,562.00000
1167.00000,113.00000,1.00000,112.00000,3.00000,7.99115,14.00000,3.00000,8.00000,8.00000,8.07143,68.00000,115.00000,500.00000
1080.00000,85.00000,1.00000,84.00000,3.00000,9.87059,3.00000,2.00000,0.00000,27.00000,28.33333,59.00000,119.00000,688.00000
521.00000,49.00000,3.00000,46.00000,3.00000,8.71429,1.00000,1.00000,0.00000,92.00000,49.00000,44.00000,43.00000,562.00000
555.00000,45.00000,2.00000,43.00000,3.00000,9.28889,4.00000,1.00000,2.00000,88.00000,11.25000,35.00000,66.00000,562.00000
619.00000,50.00000,4.00000,46.00000,6.00000,9.88000,7.00000,2.00000,3.00000,16.00000,7.14286,38.00000,65.00000,750.00000
1358.00000,105.00000,5.00000,100.00000,3.00000,9.14286,1.00000,1.00000,0.00000,241.00000,105.00000,70.00000,136.00000,562.00000
1326.00000,107.00000,12.00000,95.00000,3.00000,9.60748,19.00000,5.00000,9.00000,0.00000,5.63158,71.00000,136.00000,750.00000
1864.00000,153.00000,7.00000,146.00000,6.00000,9.56209,7.00000,5.00000,1.00000,40.00000,21.85714,109.00000,196.00000,562.00000
695.00000,55.00000,5.00000,50.00000,2.00000,9.96364,5.00000,3.00000,0.00000,15.00000,11.00000,43.00000,64.00000,562.00000
1215.00000,106.00000,3.00000,103.00000,5.00000,9.12264,2.00000,2.00000,0.00000,181.00000,53.00000,69.00000,122.00000,562.00000
461.00000,48.00000,0.00000,48.00000,3.00000,7.00000,4.00000,2.00000,1.00000,33.00000,12.00000,36.00000,45.00000,562.00000
1193.00000,94.00000,10.00000,84.00000,3.00000,9.43617,12.00000,4.00000,4.00000,11.00000,7.83333,65.00000,135.00000,562.00000
546.00000,52.00000,6.00000,46.00000,3.00000,8.32692,1.00000,1.00000,0.00000,105.00000,52.00000,43.00000,53.00000,562.00000
791.00000,69.00000,4.00000,65.00000,5.00000,8.76812,4.00000,3.00000,1.00000,51.00000,17.25000,52.00000,84.00000,562.00000
836.00000,56.00000,5.00000,51.00000,3.00000,11.64286,4.00000,3.00000,0.00000,46.00000,14.00000,36.00000,99.00000,625.00000
1472.00000,128.00000,10.00000,118.00000,3.00000,9.16406,2.00000,2.00000,0.00000,75.00000,64.00000,84.00000,152.00000,688.00000
1558.00000,140.00000,3.00000,137.00000,5.00000,8.62857,5.00000,3.00000,1.00000,97.00000,28.00000,65.00000,139.00000,562.00000
1095.00000,91.00000,11.00000,80.00000,3.00000,9.38462,4.00000,4.00000,0.00000,32.00000,22.75000,67.00000,116.00000,625.00000
607.00000,65.00000,1.00000,64.00000,2.00000,7.36923,1.00000,1.00000,0.00000,124.00000,65.00000,59.00000,59.00000,438.00000
1201.00000,129.00000,5.00000,124.00000,2.00000,6.97674,8.00000,3.00000,3.00000,5.00000,16.12500,83.00000,98.00000,438.00000
860.00000,72.00000,6.00000,66.00000,3.00000,8.76389,4.00000,2.00000,0.00000,81.00000,18.00000,57.00000,86.00000,625.00000
925.00000,85.00000,9.00000,76.00000,5.00000,8.43529,5.00000,4.00000,0.00000,44.00000,17.00000,67.00000,76.00000,562.00000
1283.00000,114.00000,11.00000,103.00000,3.00000,8.63158,6.00000,5.00000,0.00000,44.00000,19.00000,80.00000,112.00000,750.00000
251.00000,27.00000,1.00000,26.00000,1.00000,6.62963,1.00000,1.00000,0.00000,57.00000,27.00000,24.00000,30.00000,312.00000
1475.00000,102.00000,8.00000,94.00000,5.00000,11.18627,6.00000,4.00000,1.00000,7.00000,17.00000,65.00000,181.00000,438.00000
1358.00000,93.00000,8.00000,85.00000,5.00000,11.21505,2.00000,2.00000,0.00000,56.00000,46.50000,68.00000,165.00000,562.00000
416.00000,76.00000,0.00000,76.00000,3.00000,3.96053,3.00000,2.00000,1.00000,25.00000,25.33333,57.00000,30.00000,0.00000
848.00000,91.00000,1.00000,90.00000,3.00000,7.39560,1.00000,1.00000,0.00000,174.00000,91.00000,56.00000,83.00000,500.00000
547.00000,42.00000,3.00000,39.00000,3.00000,9.78571,12.00000,0.00000,9.00000,8.00000,3.50000,35.00000,56.00000,438.00000
818.00000,74.00000,2.00000,72.00000,5.00000,8.85135,3.00000,3.00000,0.00000,50.00000,24.66667,48.00000,85.00000,375.00000
447.00000,63.00000,1.00000,62.00000,5.00000,5.61905,13.00000,0.00000,10.00000,1.00000,4.84615,61.00000,13.00000,0.00000
736.00000,78.00000,3.00000,75.00000,3.00000,7.30769,1.00000,1.00000,0.00000,153.00000,78.00000,65.00000,75.00000,188.00000
626.00000,52.00000,2.00000,50.00000,3.00000,9.40385,5.00000,3.00000,2.00000,0.00000,10.40000,40.00000,63.00000,688.00000
1288.00000,128.00000,3.00000,125.00000,2.00000,7.98438,1.00000,1.00000,0.00000,255.00000,128.00000,79.00000,127.00000,562.00000
464.00000,32.00000,2.00000,30.00000,6.00000,10.62500,9.00000,1.00000,5.00000,1.00000,3.55556,25.00000,45.00000,500.00000
908.00000,79.00000,4.00000,75.00000,3.00000,8.91139,6.00000,2.00000,2.00000,2.00000,13.16667,51.00000,100.00000,625.00000
1054.00000,96.00000,3.00000,93.00000,3.00000,8.60417,9.00000,5.00000,2.00000,4.00000,10.66667,57.00000,104.00000,500.00000
2260.00000,189.00000,11.00000,178.00000,5.00000,9.56085,1.00000,1.00000,0.00000,401.00000,189.00000,140.00000,212.00000,562.00000
458.00000,35.00000,6.00000,29.00000,3.00000,10.42857,1.00000,1.00000,0.00000,86.00000,35.00000,28.00000,51.00000,438.00000
998.00000,94.00000,7.00000,87.00000,5.00000,8.52128,12.00000,3.00000,2.00000,11.00000,7.83333,59.00000,89.00000,875.00000
111.00000,18.00000,0.00000,18.00000,2.00000,4.94444,1.00000,1.00000,0.00000,20.00000,18.00000,14.00000,2.00000,62.00000
1079.00000,88.00000,7.00000,81.00000,3.00000,9.06818,14.00000,3.00000,7.00000,4.00000,6.28571,68.00000,104.00000,688.00000
799.00000,63.00000,2.00000,61.00000,3.00000,9.82540,6.00000,3.00000,1.00000,13.00000,10.50000,51.00000,75.00000,562.00000
1084.00000,113.00000,3.00000,110.00000,3.00000,7.61062,11.00000,5.00000,3.00000,35.00000,10.27273,83.00000,83.00000,562.00000
344.00000,38.00000,1.00000,37.00000,3.00000,7.00000,2.00000,1.00000,1.00000,65.00000,19.00000,32.00000,33.00000,312.00000
451.00000,36.00000,1.00000,35.00000,3.00000,9.63889,9.00000,1.00000,6.00000,7.00000,4.00000,31.00000,48.00000,500.00000
496.00000,40.00000,1.00000,39.00000,3.00000,9.65000,3.00000,1.00000,0.00000,64.00000,13.33333,38.00000,47.00000,500.00000
952.00000,75.00000,5.00000,70.00000,5.00000,10.04000,5.00000,4.00000,0.00000,12.00000,15.00000,58.00000,91.00000,688.00000
560.00000,47.00000,2.00000,45.00000,2.00000,8.63830,5.00000,2.00000,1.00000,14.00000,9.40000,41.00000,59.00000,312.00000
1446.00000,185.00000,2.00000,183.00000,3.00000,6.05946,2.00000,1.00000,1.00000,8.00000,92.50000,114.00000,110.00000,250.00000
1363.00000,122.00000,11.00000,111.00000,3.00000,8.66393,2.00000,2.00000,0.00000,51.00000,61.00000,83.00000,142.00000,625.00000
1123.00000,123.00000,2.00000,121.00000,4.00000,7.10569,2.00000,2.00000,0.00000,170.00000,61.50000,93.00000,100.00000,312.00000
505.00000,50.00000,4.00000,46.00000,2.00000,7.84000,1.00000,1.00000,0.00000,100.00000,50.00000,34.00000,50.00000,562.00000
937.00000,108.00000,9.00000,99.00000,3.00000,6.88889,5.00000,2.00000,2.00000,4.00000,21.60000,87.00000,60.00000,375.00000
869.00000,80.00000,3.00000,77.00000,5.00000,8.65000,8.00000,3.00000,3.00000,33.00000,10.00000,59.00000,71.00000,625.00000
907.00000,87.00000,3.00000,84.00000,3.00000,8.33333,5.00000,3.00000,1.00000,33.00000,17.40000,62.00000,82.00000,562.00000
1230.00000,100.00000,4.00000,96.00000,3.00000,9.63000,1.00000,1.00000,0.00000,241.00000,100.00000,76.00000,141.00000,500.00000
637.00000,51.00000,0.00000,51.00000,3.00000,9.72549,4.00000,4.00000,0.00000,24.00000,12.75000,39.00000,85.00000,562.00000
479.00000,34.00000,4.00000,30.00000,5.00000,11.35294,2.00000,2.00000,0.00000,51.00000,17.00000,21.00000,54.00000,500.00000
927.00000,76.00000,6.00000,70.00000,3.00000,9.11842,10.00000,3.00000,6.00000,5.00000,7.60000,58.00000,107.00000,688.00000
658.00000,59.00000,0.00000,59.00000,3.00000,8.55932,2.00000,1.00000,0.00000,18.00000,29.50000,41.00000,75.00000,625.00000
798.00000,58.00000,4.00000,54.00000,2.00000,10.74138,7.00000,5.00000,1.00000,10.00000,8.28571,35.00000,95.00000,562.00000
934.00000,77.00000,11.00000,66.00000,4.00000,9.41558,11.00000,2.00000,5.00000,7.00000,7.00000,38.00000,91.00000,562.00000
807.00000,60.00000,5.00000,55.00000,2.00000,10.46667,7.00000,5.00000,0.00000,32.00000,8.57143,35.00000,95.00000,438.00000
966.00000,81.00000,7.00000,74.00000,5.00000,9.33333,3.00000,3.00000,0.00000,58.00000,27.00000,54.00000,105.00000,438.00000
590.00000,58.00000,2.00000,56.00000,2.00000,8.15517,1.00000,1.00000,0.00000,112.00000,58.00000,50.00000,54.00000,500.00000
889.00000,80.00000,11.00000,69.00000,3.00000,8.95000,2.00000,2.00000,0.00000,108.00000,40.00000,60.00000,74.00000,500.00000
1406.00000,140.00000,8.00000,132.00000,3.00000,7.86429,7.00000,5.00000,2.00000,3.00000,20.00000,89.00000,129.00000,500.00000
629.00000,51.00000,1.00000,50.00000,1.00000,9.29412,2.00000,1.00000,1.00000,2.00000,25.50000,40.00000,77.00000,375.00000
1029.00000,83.00000,4.00000,79.00000,3.00000,9.26506,9.00000,5.00000,2.00000,7.00000,9.22222,65.00000,114.00000,562.00000
1208.00000,119.00000,10.00000,109.00000,6.00000,8.13445,1.00000,1.00000,0.00000,227.00000,119.00000,77.00000,108.00000,562.00000
1267.00000,149.00000,7.00000,142.00000,1.00000,6.50336,5.00000,3.00000,1.00000,10.00000,29.80000,111.00000,95.00000,312.00000
620.00000,58.00000,3.00000,55.00000,3.00000,8.50000,3.00000,3.00000,0.00000,48.00000,19.33333,45.00000,59.00000,625.00000
475.00000,48.00000,4.00000,44.00000,6.00000,7.97917,1.00000,1.00000,0.00000,85.00000,48.00000,46.00000,37.00000,562.00000
544.00000,44.00000,7.00000,37.00000,3.00000,9.88636,1.00000,1.00000,0.00000,104.00000,44.00000,30.00000,60.00000,438.00000
863.00000,71.00000,6.00000,65.00000,3.00000,9.22535,4.00000,3.00000,0.00000,66.00000,17.75000,52.00000,90.00000,562.00000
898.00000,83.00000,1.00000,82.00000,3.00000,8.67470,4.00000,3.00000,1.00000,24.00000,20.75000,46.00000,87.00000,562.00000
911.00000,63.00000,8.00000,55.00000,3.00000,11.30159,9.00000,6.00000,3.00000,22.00000,7.00000,46.00000,96.00000,812.00000
